Time stamp,Error Wheel,Output wheel,Error Velocity / Brake,Output velocity,Center Point - Lane x,Center Point - Lane Y,GPS,Ego Velocity,P,I,D
1661940166:958031171,0.0,0.0,0.0,0.0,[],[],"(0.0, 0.0)","(0.0, 0.0)",0.0,0.0,0.0
1661940167:56604357,-3.1375549971472965,-0.1793091437034182,13.651915065655594,1.0,[],[],"(0.0, 0.0)","(-16.347951675812233, -0.06600777110681855)",-0.15687774985736483,0.0,-0.02243139384605336
1661940167:160136705,3.1395557881556813,0.18996352350166318,13.55335596219384,1.0,[],[],"(0.0, 0.0)","(-16.446609920728545, 0.033499577583785856)",0.15697778940778406,0.0,0.03298573409387911
1661940167:258805172,3.1362769258709675,0.19307426099642716,13.3393497894957,1.0,[],[],"(0.0, 0.0)","(-16.660414821385462, 0.08856306304908995)",0.1568138462935484,0.0,0.03626041470287876
1661940167:360944394,3.1376907694868623,0.19821170311885578,13.334895243308075,1.0,[],[],"(0.0, 0.0)","(-16.66497789624641, 0.0650251423254776)",0.15688453847434314,0.0,0.04132716464451263
1661940167:456791149,-3.1409622291991606,-0.1963386308493394,13.374931145315248,1.0,[],[],"(0.0, 0.0)","(-16.625065550993472, -0.010480848207698923)",-0.15704811145995803,0.0,-0.03929051938938135
1661940167:558169924,-3.140757915937663,-0.19628980349259156,13.566134508067023,1.0,[],[],"(0.0, 0.0)","(-16.43385976648182, -0.013717964703077509)",-0.15703789579688315,0.0,-0.03925190769570841
1661940167:660426387,-3.099203190484049,-0.19552992878512052,13.41532098569946,1.0,[],[],"(0.0, 0.0)","(-16.569781017560093, -0.7028051205603922)",-0.15496015952420247,0.0,-0.040569769260918036
1661940167:757384874,-3.1264479359807567,-0.20035097325710222,13.387506462272544,1.0,[],[],"(0.0, 0.0)","(-16.610588432853728, -0.2515819059121883)",-0.15632239679903784,0.0,-0.04402857645806437
1661940167:860644163,-3.139246900167374,-0.20029572495541412,13.268947954196015,1.0,[],[],"(0.0, 0.0)","(-16.731006014023592, -0.039246886604040826)",-0.1569623450083687,0.0,-0.04333337994704542
1661940167:960652390,3.133383813372185,0.20096767728104942,13.23234812079911,1.0,[],[],"(0.0, 0.0)","(-16.767086937778448, 0.1376414292594137)",0.15666919066860927,0.0,0.04429848661244014
1661940168:58453865,-3.1383904051160463,-0.20162595766152117,13.193650176897908,1.0,[],[],"(0.0, 0.0)","(-16.80626365369851, -0.053818016091639734)",-0.15691952025580233,0.0,-0.04470643740571883
1661940168:162586146,3.1241517868884543,0.20050523524550548,13.071204950131378,1.0,[],[],"(0.0, 0.0)","(-16.926220382265242, 0.2952378895824513)",0.15620758934442272,0.0,0.04429764590108277
1661940168:257202081,3.1235909849414325,0.19871178668507739,12.87856500322308,1.0,[],[],"(0.0, 0.0)","(-17.118660884945946, 0.3081977532026179)",0.15617954924707164,0.0,0.04253223743800576
1661940168:363634226,3.112190721881005,0.1977747117389117,12.723827697851718,1.0,[],[],"(0.0, 0.0)","(-17.268705442749823, 0.5078796560781778)",0.15560953609405026,0.0,0.042165175644861455
1661940168:462973649,3.1258629619101828,0.19932889745532012,12.669641204629581,1.0,[],[],"(0.0, 0.0)","(-17.328214873157584, 0.27258995937702724)",0.15629314809550915,0.0,0.04303574935981096
1661940168:561248367,3.1281379313590985,0.19921178388377156,12.71392332316264,1.0,[],[],"(0.0, 0.0)","(-17.284512055097466, 0.2325723429193615)",0.15640689656795492,0.0,0.04280488731581663
1661940168:761564870,-3.1344222463276403,-0.19897606409823745,12.48243145344544,1.0,[],[],"(0.0, 0.0)","(-17.517118217865228, -0.1256070243729286)",-0.15672111231638203,0.0,-0.042254951781855433
1661940168:857366531,3.1388151286173547,0.19986773034635907,12.311713927006185,1.0,[],[],"(0.0, 0.0)","(-17.688217843614066, 0.04912959311775936)",0.15694075643086774,0.0,0.042926973915491315
1661940169:60090122,3.1364816318463395,0.1991955211977616,12.34892566687289,1.0,[],[],"(0.0, 0.0)","(-17.650843788152535, 0.09021463193813155)",0.15682408159231698,0.0,0.04237143960544462
1661940169:158117597,-3.1405229501342995,-0.1999972147178695,12.159383400816417,1.0,[],[],"(0.0, 0.0)","(-17.840606391983673, -0.019084165584724946)",-0.15702614750671498,0.0,-0.04297106721115451
1661940169:362587201,3.139848530727189,0.1992952400957124,12.070393988144563,1.0,[],[],"(0.0, 0.0)","(-17.92957874124932, 0.03127141990833444)",0.15699242653635948,0.0,0.04230281355935291
1661940169:458529624,3.137853855680837,0.19838932376419882,11.905115365516966,1.0,[],[],"(0.0, 0.0)","(-18.09475816396448, 0.06765295921822971)",0.15689269278404186,0.0,0.04149663098015695
