Time stamp,Error Wheel,Output wheel,Error Velocity / Brake,Output velocity,Center Point - Lane x,Center Point - Lane Y,GPS,Ego Velocity,P,I,D
1661940166:857304642,0.0,0.0,0.0,0.0,[0.0],[0.0],"(0.0, 0.0)","(0.0, 0.0)",0.0,0.0,0.0
1661940166:958031171,3.1379549872072903,0.1720477550635874,13.473633947774236,1.0,[],[],"(0.0, 0.0)","(-16.526256708812546, 0.06011727362810799)",0.15689774936036452,0.0,0.0151500057032229
1661940167:56604357,-3.1375549971472965,-0.19099393921137953,13.651915065655594,1.0,[],[],"(0.0, 0.0)","(-16.347951675812233, -0.06600777110681855)",-0.15687774985736483,0.0,-0.03411618935401471
1661940167:160136705,3.1395557881556813,0.19497854952530635,13.55335596219384,1.0,[],[],"(0.0, 0.0)","(-16.446609920728545, 0.033499577583785856)",0.15697778940778406,0.0,0.038000760117522285
1661940167:258805172,3.1362769258709675,0.20104298872753268,13.3393497894957,1.0,[],[],"(0.0, 0.0)","(-16.660414821385462, 0.08856306304908995)",0.1568138462935484,0.0,0.04422914243398428
1661940167:360944394,3.1376907694868623,0.2025786477207511,13.334895243308075,1.0,[],[],"(0.0, 0.0)","(-16.66497789624641, 0.0650251423254776)",0.15688453847434314,0.0,0.04569410924640795
1661940167:456791149,-3.1409622291991606,-0.20323600731848235,13.374931145315248,1.0,[],[],"(0.0, 0.0)","(-16.625065550993472, -0.010480848207698923)",-0.15704811145995803,0.0,-0.0461878958585243
1661940167:558169924,-3.140757915937663,-0.20121289333164594,13.566134508067023,1.0,[],[],"(0.0, 0.0)","(-16.43385976648182, -0.013717964703077509)",-0.15703789579688315,0.0,-0.044174997534762776
1661940167:660426387,-3.099203190484049,-0.19796390556642882,13.41532098569946,1.0,[],[],"(0.0, 0.0)","(-16.569781017560093, -0.7028051205603922)",-0.15496015952420247,0.0,-0.04300374604222634
1661940167:757384874,-3.1264479359807567,-0.1999597780904812,13.387506462272544,1.0,[],[],"(0.0, 0.0)","(-16.610588432853728, -0.2515819059121883)",-0.15632239679903784,0.0,-0.04363738129144336
1661940167:860644163,-3.139246900167374,-0.19996877404641097,13.268947954196015,1.0,[],[],"(0.0, 0.0)","(-16.731006014023592, -0.039246886604040826)",-0.1569623450083687,0.0,-0.04300642903804227
1661940167:960652390,3.133383813372185,0.1994249937473914,13.23234812079911,1.0,[],[],"(0.0, 0.0)","(-16.767086937778448, 0.1376414292594137)",0.15666919066860927,0.0,0.04275580307878213
1661940168:58453865,-3.1383904051160463,-0.19906028576599583,13.193650176897908,1.0,[],[],"(0.0, 0.0)","(-16.80626365369851, -0.053818016091639734)",-0.15691952025580233,0.0,-0.04214076551019348
1661940168:162586146,3.1241517868884543,0.19563714015710285,13.071204950131378,1.0,[],[],"(0.0, 0.0)","(-16.926220382265242, 0.2952378895824513)",0.15620758934442272,0.0,0.03942955081268012
1661940168:257202081,3.1235909849414325,0.19687215669527144,12.87856500322308,1.0,[],[],"(0.0, 0.0)","(-17.118660884945946, 0.3081977532026179)",0.15617954924707164,0.0,0.04069260744819981
1661940168:363634226,3.1258629619101828,0.19979338623560608,12.669641204629581,1.0,[],[],"(0.0, 0.0)","(-17.328214873157584, 0.27258995937702724)",0.15629314809550915,0.0,0.04350023814009694
1661940168:561248367,3.1302659657765757,0.19756592561616876,12.780173638102212,1.0,[],[],"(0.0, 0.0)","(-17.218721774738324, 0.19503942694322648)",0.1565132982888288,0.0,0.041052627327339955
1661940168:657755912,-3.1344222463276403,-0.19422921071043803,12.48243145344544,1.0,[],[],"(0.0, 0.0)","(-17.517118217865228, -0.1256070243729286)",-0.15672111231638203,0.0,-0.037508098394056
1661940168:857366531,-3.138915102540824,-0.19841072768778295,12.395072338927225,1.0,[],[],"(0.0, 0.0)","(-17.604864553785934, -0.04713803620159056)",-0.15694575512704123,0.0,-0.041464972560741734
1661940168:963401548,3.1364816318463395,0.1982230077178687,12.34892566687289,1.0,[],[],"(0.0, 0.0)","(-17.650843788152535, 0.09021463193813155)",0.15682408159231698,0.0,0.04139892612555171
1661940169:158117597,-3.139213630575607,-0.19763905402385357,12.02991717503117,1.0,[],[],"(0.0, 0.0)","(-17.97003197190017, -0.0427512002805535)",-0.15696068152878037,0.0,-0.04067837249507321
1661940169:257781156,3.139848530727189,0.19832588097226472,12.070393988144563,1.0,[],[],"(0.0, 0.0)","(-17.92957874124932, 0.03127141990833444)",0.15699242653635948,0.0,0.04133345443590526
1661940169:458529624,3.1310995092221163,0.19556227685244276,11.961373326705317,1.0,[],[],"(0.0, 0.0)","(-18.03763360118242, 0.18927844038174937)",0.15655497546110583,0.0,0.03900730139133692
1661940169:662128740,3.133707632992675,0.192595376526646,11.806178592523981,1.0,[],[],"(0.0, 0.0)","(-18.193255823175573, 0.14345716998721003)",0.15668538164963375,0.0,0.035909994877012255
1661940169:759758655,3.140323242380524,0.20040230953907254,11.589291239005714,1.0,[],[],"(0.0, 0.0)","(-18.410693927443877, 0.023370753795170864)",0.15701616211902622,0.0,0.043386147420046324
1661940169:960710381,-3.135169256609171,-0.19408127457144636,11.588880146764915,1.0,[],[],"(0.0, 0.0)","(-18.410740032873615, -0.11826111842836722)",-0.15675846283045858,0.0,-0.03732281174098778
1661940170:58467895,-3.139994322556458,-0.2000478802100677,11.333637807810039,1.0,[],[],"(0.0, 0.0)","(-18.666338349071093, -0.029835013268187036)",-0.15699971612782293,0.0,-0.04304816408224477
1661940170:259546979,3.1388597065777146,0.1997108276546237,11.253685928039243,1.0,[],[],"(0.0, 0.0)","(-18.746244063900328, 0.05123261925432769)",0.15694298532888573,0.0,0.04276784232573797
1661940170:360235471,-3.1411832105575197,-0.1956394643508154,10.942682639799703,1.0,[],[],"(0.0, 0.0)","(-19.057315762781705, -0.007802885588944107)",-0.157059160527876,0.0,-0.0385803038229394
1661940170:565557095,3.1402069362902196,0.1997780675939808,10.885231632896378,1.0,[],[],"(0.0, 0.0)","(-19.11475001489861, 0.02648765672664447)",0.15701034681451098,0.0,0.04276772077946982
1661940170:659077764,-3.1363717423174697,-0.1999255806105793,10.814767283398666,1.0,[],[],"(0.0, 0.0)","(-19.184971242478614, -0.10016394270744497)",-0.1568185871158735,0.0,-0.04310699349470582
1661940170:859713129,3.1371692599562486,0.19931844275147786,10.78730229034565,1.0,[],[],"(0.0, 0.0)","(-19.212509748188644, 0.08498504758940162)",0.15685846299781245,0.0,0.04245997975366543
1661940170:964556901,3.138511700293258,0.19995553262766685,10.582769126363981,1.0,[],[],"(0.0, 0.0)","(-19.417138716878647, 0.05982348682613446)",0.15692558501466292,0.0,0.04302994761300395
1661940171:158675842,-3.140992058697422,-0.20018560933854757,10.432155947305056,1.0,[],[],"(0.0, 0.0)","(-19.567840523495203, -0.011752346486225855)",-0.1570496029348711,0.0,-0.043136006403676444
