Time stamp,Error Wheel,Output wheel,Error Velocity / Brake,Output velocity,Center Point - Lane x,Center Point - Lane Y,GPS,Ego Velocity,P,I,D
1656945695:294779240,0.0,0.0,0.0,0.0,[0.0],[0.0],"(0.0, 0.0)","(-10.775845950215258, 0.31395339163102065)",0.0,0.0,0.0
1656945695:492440381,3.112465974731519,0.1628863268616128,19.21958151670877,0.6837479402122417,"[1.0000000298023224, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 15.999999523162842, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 63.99999809265137, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0, 103.0, 104.0, 105.0, 106.0, 107.0]","[-0.15678715705871582, -0.1599797010421753, -0.16302943229675293, -0.16593682765960693, -0.16870224475860596, -0.1713261604309082, -0.17380893230438232, -0.17615091800689697, -0.1783527135848999, -0.18041467666625977, -0.18233704566955566, -0.1841205358505249, -0.18576526641845703, -0.18727195262908936, -0.18864071369171143, -0.18987226486206055, -0.19096672534942627, -0.19192469120025635, -0.19274663925170898, -0.19343280792236328, -0.19398367404937744, -0.19439971446990967, -0.19468140602111816, -0.19482898712158203, -0.19484293460845947, -0.1947237253189087, -0.19447171688079834, -0.19408738613128662, -0.19357120990753174, -0.19292330741882324, -0.192144513130188, -0.19123482704162598, -0.1901949644088745, -0.18902528285980225, -0.18772614002227783, -0.18629801273345947, -0.18474125862121582, -0.18305635452270508, -0.1812436580657959, -0.17930364608764648, -0.17723655700683594, -0.17504310607910156, -0.17272353172302246, -0.17027831077575684, -0.1677076816558838, -0.16501235961914062, -0.16219258308410645, -0.15924882888793945, -0.15618133544921875, -0.15299081802368164, -0.14967751502990723, -0.14624178409576416, -0.1426842212677002, -0.13900506496429443, -0.13520491123199463, -0.13128411769866943, -0.1272430419921875, -0.12308204174041748, -0.11880171298980713, -0.11440229415893555, -0.10988438129425049, -0.1052483320236206, -0.100494384765625, -0.09562325477600098, -0.09063506126403809, -0.08553051948547363, -0.08030986785888672, -0.074973464012146, -0.06952190399169922, -0.06395542621612549, -0.05827462673187256, -0.05247986316680908, -0.04657137393951416, -0.0405498743057251, -0.034415602684020996, -0.028168916702270508, -0.021810412406921387, -0.015340328216552734, -0.008759260177612305, -0.00206756591796875, 0.004734396934509277, 0.011646270751953125, 0.01866745948791504, 0.025797605514526367, 0.03303635120391846, 0.040383338928222656, 0.04783797264099121, 0.05539989471435547, 0.06306874752044678, 0.07084417343139648, 0.07872557640075684, 0.08671259880065918, 0.09480488300323486, 0.10300195217132568, 0.11130344867706299, 0.11970889568328857, 0.1282179355621338, 0.13683021068572998, 0.14554500579833984, 0.15436220169067383, 0.16328132152557373, 0.17230188846588135, 0.18142354488372803, 0.19064581394195557, 0.1999683380126953, 0.20939064025878906, 0.2189122438430786]","(0.0, 0.0)","(-10.775845950215258, 0.31395339163102065)",0.15562329873657596,0.0,0.007263028125036857
1656945695:684252654,3.1415446039231387,0.17813466184914242,19.11495865399406,0.9086544306922848,"[0.9999999701976776, 2.0000000596046448, 3.0, 4.0000001192092896, 5.0, 6.0, 7.0, 8.000000238418579, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 31.999999046325684, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 63.99999809265137, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0, 103.0, 104.0, 105.0, 106.0]","[-0.18062341213226318, -0.18218469619750977, -0.18367886543273926, -0.1851043701171875, -0.1864601969718933, -0.18774473667144775, -0.18895667791366577, -0.19009464979171753, -0.19115740060806274, -0.19214344024658203, -0.1930515170097351, -0.19388025999069214, -0.19462817907333374, -0.19529414176940918, -0.19587653875350952, -0.1963742971420288, -0.19678586721420288, -0.19710993766784668, -0.1973450779914856, -0.19749009609222412, -0.1975434422492981, -0.197503924369812, -0.19737011194229126, -0.197140634059906, -0.19681406021118164, -0.1963893175125122, -0.19586467742919922, -0.19523918628692627, -0.19451111555099487, -0.19367921352386475, -0.19274228811264038, -0.19169878959655762, -0.19054746627807617, -0.18928682804107666, -0.18791580200195312, -0.18643271923065186, -0.18483638763427734, -0.18312537670135498, -0.18129843473434448, -0.17935407161712646, -0.17729103565216064, -0.1751079559326172, -0.17280340194702148, -0.17037606239318848, -0.1678246259689331, -0.1651475429534912, -0.16234374046325684, -0.15941178798675537, -0.15635013580322266, -0.15315759181976318, -0.14983272552490234, -0.14637434482574463, -0.14278090000152588, -0.13905107975006104, -0.13518357276916504, -0.13117694854736328, -0.1270298957824707, -0.12274110317230225, -0.11830925941467285, -0.11373281478881836, -0.10901045799255371, -0.1041409969329834, -0.09912288188934326, -0.09395492076873779, -0.08863568305969238, -0.08316373825073242, -0.0775378942489624, -0.07175660133361816, -0.0658186674118042, -0.0597226619720459, -0.0534672737121582, -0.04705095291137695, -0.04047262668609619, -0.03373074531555176, -0.026824116706848145, -0.01975119113922119, -0.01251065731048584, -0.005101323127746582, 0.002478361129760742, 0.010229706764221191, 0.018154025077819824, 0.0262526273727417, 0.034526944160461426, 0.04297840595245361, 0.05160820484161377, 0.060417890548706055, 0.06940865516662598, 0.07858192920684814, 0.08793902397155762, 0.09748125076293945, 0.10721015930175781, 0.1171269416809082, 0.12723290920257568, 0.13752961158752441, 0.14801836013793945, 0.1587003469467163, 0.16957712173461914, 0.18064987659454346, 0.19192010164260864, 0.20338904857635498, 0.21505814790725708, 0.22692877054214478, 0.2390022873878479, 0.25127995014190674, 0.2637631297111511, 0.27645325660705566]","(0.0, 0.0)","(-10.88504133344041, 0.0005230226079928383)",0.15707723019615694,0.0,0.021057431652985497
1656945695:852053593,3.1328532234050726,0.18147646882242674,19.369677350311886,-1.0,"[1.0, 2.0, 3.0, 4.0000001192092896, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.000000953674316, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0, 103.0, 104.0, 105.0]","[-0.20312416553497314, -0.20486289262771606, -0.206529438495636, -0.20812243223190308, -0.2096397876739502, -0.21107995510101318, -0.21244120597839355, -0.2137216329574585, -0.21491974592208862, -0.21603363752365112, -0.21706151962280273, -0.21800178289413452, -0.21885263919830322, -0.21961236000061035, -0.22027915716171265, -0.22085142135620117, -0.22132724523544312, -0.22170490026474, -0.22198277711868286, -0.22215914726257324, -0.22223210334777832, -0.2221999168395996, -0.22206109762191772, -0.22181355953216553, -0.22145575284957886, -0.22098606824874878, -0.2204025387763977, -0.21970337629318237, -0.2188870906829834, -0.21795177459716797, -0.21689581871032715, -0.21571731567382812, -0.2144145369529724, -0.21298599243164062, -0.21142953634262085, -0.20974385738372803, -0.20792686939239502, -0.20597702264785767, -0.20389258861541748, -0.20167160034179688, -0.19931262731552124, -0.19681382179260254, -0.19417321681976318, -0.19138944149017334, -0.18846052885055542, -0.18538469076156616, -0.18216043710708618, -0.17878574132919312, -0.17525911331176758, -0.17157864570617676, -0.16774260997772217, -0.16374939680099487, -0.15959703922271729, -0.15528398752212524, -0.15080857276916504, -0.14616870880126953, -0.14136308431625366, -0.1363896131515503, -0.13124680519104004, -0.12593263387680054, -0.12044566869735718, -0.11478400230407715, -0.10894596576690674, -0.10292977094650269, -0.09673357009887695, -0.09035587310791016, -0.08379471302032471, -0.07704854011535645, -0.07011544704437256, -0.06299376487731934, -0.055681824684143066, -0.04817771911621094, -0.04047989845275879, -0.03258645534515381, -0.024495720863342285, -0.016206026077270508, -0.007715463638305664, 0.0009775161743164062, 0.009874820709228516, 0.018978118896484375, 0.028289079666137695, 0.03780949115753174, 0.047541141510009766, 0.05748581886291504, 0.06764507293701172, 0.07802081108093262, 0.088614821434021, 0.09942865371704102, 0.11046403646469116, 0.12172293663024902, 0.13320696353912354, 0.1449177861213684, 0.15685731172561646, 0.16902709007263184, 0.18142902851104736, 0.19406479597091675, 0.20693612098693848, 0.22004473209381104, 0.23339241743087769, 0.24698078632354736, 0.26081180572509766, 0.2748871445655823, 0.2892083525657654, 0.30377745628356934, 0.3185960054397583]","(0.0, 0.0)","(-10.629916692793996, 0.092901780024351)",0.15664266117025363,0.0,0.024833807652173103
1656945696:34136582,-3.109578390119282,-0.18205838488084947,18.43190281282262,-1.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 15.999999523162842, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 31.999999046325684, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.00000190734863, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0, 103.0, 104.0]","[-0.23873770236968994, -0.23820430040359497, -0.23767763376235962, -0.23715460300445557, -0.23663222789764404, -0.23610752820968628, -0.23557722568511963, -0.23503857851028442, -0.23448842763900757, -0.2339237928390503, -0.23334139585494995, -0.23273855447769165, -0.2321118712425232, -0.2314586639404297, -0.2307755947113037, -0.23005980253219604, -0.22930824756622314, -0.22851777076721191, -0.22768539190292358, -0.22680801153182983, -0.22588276863098145, -0.22490650415420532, -0.22387617826461792, -0.22278881072998047, -0.22164130210876465, -0.22043061256408691, -0.2191537618637085, -0.21780765056610107, -0.21638929843902588, -0.2148956060409546, -0.2133236527442932, -0.21167021989822388, -0.2099323272705078, -0.20810699462890625, -0.20619118213653564, -0.20418190956115723, -0.20207589864730835, -0.19987040758132935, -0.19756215810775757, -0.19514834880828857, -0.19262570142745972, -0.189991295337677, -0.18724209070205688, -0.18437498807907104, -0.1813870668411255, -0.17827516794204712, -0.17503643035888672, -0.17166751623153687, -0.16816574335098267, -0.16452783346176147, -0.16075074672698975, -0.15683162212371826, -0.15276718139648438, -0.14855456352233887, -0.1441907286643982, -0.13967251777648926, -0.13499706983566284, -0.13016116619110107, -0.12516182661056519, -0.1199960708618164, -0.11466079950332642, -0.10915297269821167, -0.1034696102142334, -0.0976075530052185, -0.09156399965286255, -0.0853356122970581, -0.07891952991485596, -0.07231283187866211, -0.06551218032836914, -0.05851471424102783, -0.051317453384399414, -0.043917179107666016, -0.03631103038787842, -0.02849578857421875, -0.020468592643737793, -0.012226343154907227, -0.0037659406661987305, 0.004915595054626465, 0.013821244239807129, 0.022954225540161133, 0.032317399978637695, 0.04191386699676514, 0.05174672603607178, 0.06181895732879639, 0.07213354110717773, 0.08269351720809937, 0.09350204467773438, 0.10456216335296631, 0.11587679386138916, 0.12744903564453125, 0.13928192853927612, 0.15137845277786255, 0.16374170780181885, 0.17637473344802856, 0.18928062915802002, 0.20246225595474243, 0.21592271327972412, 0.22966516017913818, 0.2436925768852234, 0.2580079436302185, 0.2726142406463623, 0.28751468658447266, 0.3027123212814331, 0.3182098865509033]","(0.0, 0.0)","(-11.56216954650429, -0.3702808526915313)",-0.15547891950596412,0.0,-0.02657946537488535
1656945696:217683035,-3.111637731027738,-0.1829929362844953,18.15514960622425,-1.0,"[0.9999999701976776, 2.0000000596046448, 3.0, 3.9999998807907104, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 31.999999046325684, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0, 103.0]","[-0.25518906116485596, -0.25360965728759766, -0.25206422805786133, -0.2505497932434082, -0.24906295537948608, -0.24760043621063232, -0.24615901708602905, -0.24473559856414795, -0.24332678318023682, -0.24192935228347778, -0.2405402660369873, -0.23915600776672363, -0.237773597240448, -0.23638957738876343, -0.2350008487701416, -0.23360419273376465, -0.23219621181488037, -0.23077380657196045, -0.2293338179588318, -0.2278728485107422, -0.226387619972229, -0.22487515211105347, -0.22333192825317383, -0.22175490856170654, -0.22014087438583374, -0.21848630905151367, -0.2167884111404419, -0.2150435447692871, -0.21324867010116577, -0.21140050888061523, -0.2094959020614624, -0.20753151178359985, -0.20550405979156494, -0.20341050624847412, -0.2012474536895752, -0.19901174306869507, -0.19670003652572632, -0.1943092942237854, -0.19183605909347534, -0.18927717208862305, -0.18662947416305542, -0.1838897466659546, -0.18105459213256836, -0.1781209111213684, -0.17508530616760254, -0.17194479703903198, -0.16869598627090454, -0.16533559560775757, -0.16186052560806274, -0.15826749801635742, -0.15455317497253418, -0.15071439743041992, -0.14674794673919678, -0.14265060424804688, -0.13841909170150757, -0.13405025005340576, -0.12954062223434448, -0.12488722801208496, -0.12008678913116455, -0.11513590812683105, -0.11003142595291138, -0.10477018356323242, -0.09934896230697632, -0.09376436471939087, -0.08801329135894775, -0.0820925235748291, -0.07599878311157227, -0.06972873210906982, -0.06327927112579346, -0.05664706230163574, -0.04982900619506836, -0.04282176494598389, -0.0356220006942749, -0.028226733207702637, -0.020632624626159668, -0.012836337089538574, -0.004834771156311035, 0.003375411033630371, 0.011797428131103516, 0.02043437957763672, 0.029289722442626953, 0.03836655616760254, 0.04766809940338135, 0.0571976900100708, 0.06695842742919922, 0.07695364952087402, 0.08718657493591309, 0.09766042232513428, 0.10837852954864502, 0.11934387683868408, 0.13055992126464844, 0.14202988147735596, 0.15375685691833496, 0.16574430465698242, 0.1779952049255371, 0.190513014793396, 0.20330071449279785, 0.21636182069778442, 0.22969943284988403, 0.24331676959991455, 0.2572171688079834, 0.27140378952026367, 0.2858797311782837]","(0.0, 0.0)","(-11.839536614484103, -0.35475851676861037)",-0.1555818865513869,0.0,-0.027411049733108393
1656945696:432061192,-3.1248299074078485,-0.1825004742613301,18.296880721758363,-1.0,"[0.9999999701976776, 1.9999999403953552, 3.0, 4.0, 5.0, 6.0, 7.0, 7.999999761581421, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 63.99999809265137, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0]","[-0.2725011706352234, -0.26935553550720215, -0.2663119435310364, -0.2633656859397888, -0.26051217317581177, -0.25774723291397095, -0.25506603717803955, -0.2524643540382385, -0.24993759393692017, -0.24748116731643677, -0.24509072303771973, -0.2427615523338318, -0.24048936367034912, -0.2382696270942688, -0.2360978126525879, -0.2339693307876587, -0.23187971115112305, -0.22982466220855713, -0.2277994155883789, -0.22579962015151978, -0.2238207459449768, -0.22185826301574707, -0.2199077010154724, -0.21796458959579468, -0.21602433919906616, -0.2140824794769287, -0.21213465929031372, -0.2101762294769287, -0.20820271968841553, -0.20620965957641602, -0.20419251918792725, -0.2021467685699463, -0.20006805658340454, -0.19795167446136475, -0.1957932710647583, -0.19358831644058228, -0.19133222103118896, -0.18902069330215454, -0.18664896488189697, -0.18421286344528198, -0.181707501411438, -0.17912864685058594, -0.1764717698097229, -0.17373239994049072, -0.1709059476852417, -0.16798782348632812, -0.16497385501861572, -0.16185921430587769, -0.1586395502090454, -0.1553102731704712, -0.15186697244644165, -0.1483052372932434, -0.14462041854858398, -0.14080804586410522, -0.1368635892868042, -0.1327826976776123, -0.1285606026649475, -0.12419313192367554, -0.11967551708221436, -0.11500346660614014, -0.11017239093780518, -0.10517770051956177, -0.10001504421234131, -0.0946798324584961, -0.08916759490966797, -0.083473801612854, -0.07759404182434082, -0.07152378559112549, -0.06525850296020508, -0.05879366397857666, -0.052124857902526855, -0.045247435569763184, -0.038157105445861816, -0.030849218368530273, -0.023319363594055176, -0.015562891960144043, -0.007575511932373047, 0.000647425651550293, 0.009110331535339355, 0.01781785488128662, 0.026774287223815918, 0.035984158515930176, 0.045452117919921875, 0.055182576179504395, 0.06517994403839111, 0.07544887065887451, 0.08599388599395752, 0.09681922197341919, 0.10792970657348633, 0.11932957172393799, 0.13102346658706665, 0.14301592111587524, 0.15531128644943237, 0.16791415214538574, 0.18082892894744873, 0.1940603256225586, 0.20761263370513916, 0.22149038314819336, 0.23569810390472412, 0.2502403259277344, 0.26512157917022705, 0.2803462743759155]","(0.0, 0.0)","(-11.701475088991296, -0.19616723086977764)",-0.15624149537039245,0.0,-0.02625897889093766
1656945696:604921651,-3.098682462643967,-0.18284219343438246,17.882461497032843,-1.0,"[1.0, 2.0, 3.0, 3.9999998807907104, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0]","[-0.2772725224494934, -0.2740318775177002, -0.2709106206893921, -0.2679043412208557, -0.2650083899497986, -0.26221853494644165, -0.25953036546707153, -0.2569392919540405, -0.25444090366363525, -0.2520308494567871, -0.24970465898513794, -0.24745792150497437, -0.245286226272583, -0.24318504333496094, -0.24114996194839478, -0.23917657136917114, -0.2372605800628662, -0.2353973388671875, -0.23358237743377686, -0.2318115234375, -0.23008018732070923, -0.2283838391304016, -0.22671830654144287, -0.22507882118225098, -0.22346121072769165, -0.22186100482940674, -0.2202736735343933, -0.21869486570358276, -0.21712011098861694, -0.21554505825042725, -0.2139650583267212, -0.2123759388923645, -0.21077299118041992, -0.2091519832611084, -0.20750844478607178, -0.20583796501159668, -0.20413607358932495, -0.20239830017089844, -0.20062029361724854, -0.1987975835800171, -0.19692564010620117, -0.19500017166137695, -0.19301670789718628, -0.19097071886062622, -0.18885791301727295, -0.18667376041412354, -0.18441390991210938, -0.18207389116287231, -0.17964911460876465, -0.17713546752929688, -0.17452818155288696, -0.17182308435440063, -0.16901558637619019, -0.166101336479187, -0.1630757451057434, -0.15993469953536987, -0.1566733717918396, -0.15328764915466309, -0.14977294206619263, -0.14612478017807007, -0.14233893156051636, -0.13841068744659424, -0.13433581590652466, -0.13010990619659424, -0.1257283091545105, -0.12118673324584961, -0.1164807677268982, -0.1116059422492981, -0.10655778646469116, -0.10133194923400879, -0.0959240198135376, -0.09032940864562988, -0.08454376459121704, -0.07856261730194092, -0.07238167524337769, -0.06599640846252441, -0.05940234661102295, -0.05259501934051514, -0.04557013511657715, -0.038323163986206055, -0.030849695205688477, -0.023145318031311035, -0.0152055025100708, -0.007025957107543945, 0.001397848129272461, 0.010070204734802246, 0.01899576187133789, 0.028178930282592773, 0.03762400150299072, 0.04733538627624512, 0.05731773376464844, 0.06757527589797974, 0.07811260223388672, 0.08893400430679321, 0.1000438928604126, 0.11144697666168213, 0.12314730882644653, 0.13514959812164307, 0.14745819568634033, 0.1600775122642517, 0.17301201820373535]","(0.0, 0.0)","(-12.106384296797188, -0.5198063381240752)",-0.15493412313219834,0.0,-0.027908070302184108
1656945696:794594844,-3.1199782887102696,-0.1836873527745857,17.6119137401437,-1.0,"[1.0000000298023224, 1.9999999403953552, 3.0, 4.0, 5.0, 6.0, 7.0, 7.999999761581421, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.000000476837158, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0]","[-0.28251636028289795, -0.27839452028274536, -0.27443134784698486, -0.2706223726272583, -0.26696348190307617, -0.26345014572143555, -0.2600780725479126, -0.2568427324295044, -0.2537400722503662, -0.25076544284820557, -0.24791443347930908, -0.24518299102783203, -0.24256646633148193, -0.24006056785583496, -0.23766112327575684, -0.2353634238243103, -0.23316335678100586, -0.23105651140213013, -0.22903847694396973, -0.2271047830581665, -0.22525131702423096, -0.22347354888916016, -0.22176700830459595, -0.2201276421546936, -0.21855080127716064, -0.21703219413757324, -0.21556752920150757, -0.2141522765159607, -0.21278226375579834, -0.2114531397819519, -0.2101602554321289, -0.2088996171951294, -0.20766645669937134, -0.20645672082901, -0.20526599884033203, -0.20408982038497925, -0.20292389392852783, -0.20176374912261963, -0.20060521364212036, -0.19944369792938232, -0.19827502965927124, -0.19709467887878418, -0.19589829444885254, -0.19468170404434204, -0.19344031810760498, -0.1921699047088623, -0.19086605310440063, -0.18952429294586182, -0.18814045190811157, -0.18671005964279175, -0.18522882461547852, -0.18369221687316895, -0.18209606409072876, -0.18043577671051025, -0.17870724201202393, -0.17690593004226685, -0.17502743005752563, -0.17306751012802124, -0.17102175951004028, -0.16888582706451416, -0.16665536165237427, -0.16432589292526245, -0.16189312934875488, -0.15935266017913818, -0.15670013427734375, -0.15393126010894775, -0.15104162693023682, -0.14802682399749756, -0.14488255977630615, -0.14160436391830444, -0.13818800449371338, -0.13462895154953003, -0.13092303276062012, -0.12706565856933594, -0.12305271625518799, -0.11887961626052856, -0.11454206705093384, -0.11003577709197998, -0.10535627603530884, -0.10049915313720703, -0.09546023607254028, -0.09023511409759521, -0.08481919765472412, -0.0792083740234375, -0.07339823246002197, -0.06738424301147461, -0.06116223335266113, -0.05472767353057861, -0.04807639122009277, -0.041203856468200684, -0.034105658531188965, -0.02677762508392334, -0.01921534538269043, -0.011414289474487305, -0.0033702850341796875, 0.0049211978912353516, 0.01346445083618164, 0.022263765335083008, 0.03132355213165283, 0.04064834117889404]","(0.0, 0.0)","(-12.385192634679209, -0.2677397682980831)",-0.1559989144355135,0.0,-0.027688438339072193
