Time stamp,Error Wheel,Output wheel,Error Velocity / Brake,Output velocity,Center Point - Lane x,Center Point - Lane Y,GPS,Ego Velocity,P,I,D
1661940166:664720067,0.0,0.0,0.0,0.0,[],[],"(0.0, 0.0)","(0.0, 0.0)",0.0,0.0,0.0
1661940166:761139353,3.1384633693126265,0.17029733391947074,13.607199758679073,1.0,[],[],"(0.0, 0.0)","(-16.392719978793238, 0.05129764833245247)",0.15692316846563134,0.0,0.013374165453839406
