Time stamp,Error Wheel,Output wheel,Error Velocity / Brake,Output velocity,Center Point - Lane x,Center Point - Lane Y,GPS,Ego Velocity,P,I,D
1661939575:958140541,-0.0,0.0,30.0,1.0,[],[],"(0.0, 0.0)","(0.0, 0.0)",-0.0,0.0,-0.0
1661939576:57528515,-3.138530494633598,-0.18161177167463524,28.363822906186318,1.0,[],[],"(0.0, 0.0)","(-1.6361694227526966, -0.005010226511738037)",-0.1569265247316799,0.0,-0.02468524694295534
1661939576:150887827,-3.115652543015841,-0.18155346795500027,28.289178102725764,1.0,[],[],"(0.0, 0.0)","(-1.7102463326438586, -0.04437393233928474)",-0.15578262715079205,0.0,-0.025770840804208203
1661939576:252516539,-3.133997681668061,-0.18315910109671038,28.11120411871845,1.0,[],[],"(0.0, 0.0)","(-1.8887414052717888, -0.014345213769363324)",-0.15669988408340307,0.0,-0.026459217013307317
1661939576:459237188,-3.136699897148591,-0.18639756048572764,27.747886408239935,1.0,[],[],"(0.0, 0.0)","(-2.2520866350663438, -0.011018999318189391)",-0.15683499485742958,0.0,-0.029562565628298055
1661939576:658486166,3.1376523279470367,0.18811326573654413,27.38844372872891,1.0,[],[],"(0.0, 0.0)","(-2.6115359975690065, 0.010290355514848089)",0.15688261639735185,0.0,0.031230649339192288
1661939576:861614609,3.128623102622025,0.18595933373905232,27.11570534472685,1.0,[],[],"(0.0, 0.0)","(-2.884052076149817, 0.03740695781764615)",0.15643115513110126,0.0,0.029528178607951056
1661939577:57273163,-3.130321358926405,-0.18482141338341013,26.876841072282833,1.0,[],[],"(0.0, 0.0)","(-3.1229605435089756, -0.03520129920277934)",-0.15651606794632025,0.0,-0.028305345437089888
1661939577:355867516,-3.1335528038223166,-0.18383937189281824,26.67344181643466,1.0,[],[],"(0.0, 0.0)","(-3.3264506711407407, -0.026744739910099895)",-0.15667764019111585,0.0,-0.027161731701702396
1661939577:555989576,3.1342351562896904,0.18432048119972322,26.435769473826646,1.0,[],[],"(0.0, 0.0)","(-3.564134055779091, 0.026223579879282987)",0.15671175781448454,0.0,0.027608723385238676
1661939577:756743947,3.1358359960239772,0.18890170209071655,26.11563334755307,1.0,[],[],"(0.0, 0.0)","(-3.8843022904049116, 0.022360845174662924)",0.15679179980119887,0.0,0.03210990228951768
1661939577:957414447,3.139583688237798,0.19033675607979922,25.84635618954024,1.0,[],[],"(0.0, 0.0)","(-4.153635428530269, 0.008344520886741218)",0.1569791844118899,0.0,0.03335757166790931
1661939578:150914927,3.1320060515374264,0.18901686624357905,25.54609314926585,1.0,[],[],"(0.0, 0.0)","(-4.453702188736968, 0.04269717854992194)",0.15660030257687133,0.0,0.03241656366670771
1661939578:254515227,3.138575239815595,0.18940778724209112,25.22418877117903,1.0,[],[],"(0.0, 0.0)","(-4.775789487468136, 0.014410576717257359)",0.15692876199077976,0.0,0.032479025251311355
1661939578:451742446,3.1338614132309295,0.18966609760555647,25.02959772866621,1.0,[],[],"(0.0, 0.0)","(-4.9702537264388456, 0.0384269918270655)",0.15669307066154647,0.0,0.03297302694400999
1661939578:753356037,3.1369586903592217,0.18747347120163527,24.91598246138142,1.0,[],[],"(0.0, 0.0)","(-5.083962952598053, 0.023559066020940964)",0.15684793451796109,0.0,0.030625536683674185
1661939578:957969727,3.1408981549692676,0.18718143539402365,24.7178206445689,1.0,[],[],"(0.0, 0.0)","(-5.282178081558768, 0.0036684659808142715)",0.15704490774846339,0.0,0.030136527645560275
1661939579:155926264,-3.1409183029422376,-0.18711193138221768,24.856984029693848,1.0,[],[],"(0.0, 0.0)","(-5.143014800916035, -0.0034681958871061146)",-0.1570459151471119,0.0,-0.030066016235105804
1661939579:355844871,-3.1408398665723873,-0.1862176427410574,24.754358326820828,1.0,[],[],"(0.0, 0.0)","(-5.245640186857378, -0.0039488505765707125)",-0.15704199332861937,0.0,-0.02917564941243804
1661939579:556154160,-3.1408398665723873,-0.1862176427410574,24.754358326820828,1.0,[],[],"(0.0, 0.0)","(-5.258125768490336, 0.09126884484958932)",-0.15704199332861937,0.0,-0.02917564941243804
1661939579:755876254,-3.137555360172395,-0.17172534574332765,24.65510015678086,1.0,[],[],"(0.0, 0.0)","(-5.344856283044396, -0.021578870331914232)",-0.15687776800861974,0.0,-0.014847577734707896
1661939579:960925493,-3.137555360172395,-0.17172534574332765,24.65510015678086,1.0,[],[],"(0.0, 0.0)","(-5.432811023070032, -0.00045040627258094196)",-0.15687776800861974,0.0,-0.014847577734707896
1661939580:159804039,-3.137555360172395,-0.17172534574332765,24.65510015678086,1.0,[],[],"(0.0, 0.0)","(-5.425973052462176, -0.029395229787972474)",-0.15687776800861974,0.0,-0.014847577734707896
1661939580:357704908,3.140550423321848,0.16749509252657116,24.534272686163476,1.0,[],[],"(0.0, 0.0)","(-5.465724345280229, 0.005696545411508034)",0.15702752116609242,0.0,0.010467571360478734
1661939580:557672515,3.140550423321848,0.16749509252657116,24.534272686163476,1.0,[],[],"(0.0, 0.0)","(-5.388124703467789, 0.0545105597015983)",0.15702752116609242,0.0,0.010467571360478734
1661939580:754139886,3.140550423321848,0.16749509252657116,24.534272686163476,1.0,[],[],"(0.0, 0.0)","(-5.36722567371648, -0.047627298297125704)",0.15702752116609242,0.0,0.010467571360478734
1661939580:957011493,3.134437113025332,0.16733560751440418,24.642281108396464,1.0,[],[],"(0.0, 0.0)","(-5.3575817298683015, 0.03833704770583871)",0.15672185565126662,0.0,0.010613751863137573
1661939581:160595931,3.134437113025332,0.16733560751440418,24.642281108396464,1.0,[],[],"(0.0, 0.0)","(-5.343345734609726, 0.029943956481208848)",0.15672185565126662,0.0,0.010613751863137573
1661939581:354460481,3.117264034123783,0.1702814626903343,24.74216762902899,1.0,[],[],"(0.0, 0.0)","(-5.256276440270127, 0.1279031848384975)",0.15586320170618917,0.0,0.014418260984145148
1661939581:655901046,-3.134836508554817,-0.18392600446158136,24.70608606938729,1.0,[],[],"(0.0, 0.0)","(-5.293793109409422, -0.03576617822229523)",-0.15674182542774084,0.0,-0.027184179033840527
1661939581:873333454,3.1337503986393505,0.18532949331420284,24.740268859418332,1.0,[],[],"(0.0, 0.0)","(-5.2595694021462265, 0.04124772977634309)",0.15668751993196753,0.0,0.02864197338223531
1661939582:54535897,3.139221359962042,0.18670694467108512,24.713956083676393,1.0,[],[],"(0.0, 0.0)","(-5.286029054529641, 0.01253475050756255)",0.1569610679981021,0.0,0.02974587667298302
1661939582:251804860,-3.134525150374084,-0.18905465581295544,24.715323258960872,1.0,[],[],"(0.0, 0.0)","(-5.28454475783933, -0.03734915893019857)",-0.1567262575187042,0.0,-0.032328398294251236
1661939582:471757205,-3.1324408734452502,-0.1885130895175623,24.707674172054645,1.0,[],[],"(0.0, 0.0)","(-5.2921041999061735, -0.04843352633172496)",-0.1566220436722625,0.0,-0.03189104584529977
1661939582:656764380,-3.139562976356556,-0.19102974889588054,24.682191931798755,1.0,[],[],"(0.0, 0.0)","(-5.317797114611409, -0.010793426556002574)",-0.1569781488178278,0.0,-0.03405160007805275
1661939582:753224710,3.138832485086298,0.19063362748789375,24.804865265851703,1.0,[],[],"(0.0, 0.0)","(-5.195114944515512, 0.014339429057030596)",0.1569416242543149,0.0,0.03369200323357885
1661939582:952651977,-3.138681265842092,-0.18929522028751405,24.750059045883653,1.0,[],[],"(0.0, 0.0)","(-5.249918704413433, -0.01528459217745852)",-0.1569340632921046,0.0,-0.03236115699540944
1661939583:260694339,-3.1185663102856664,-0.18565898271470613,24.791186455648734,1.0,[],[],"(0.0, 0.0)","(-5.207432716374777, -0.11992933021908833)",-0.15592831551428332,0.0,-0.0297306672004228
1661939583:355569810,3.139257047580754,0.18989833936804584,24.857768555761194,1.0,[],[],"(0.0, 0.0)","(-5.1422174186664025, 0.012010215741628708)",0.15696285237903773,0.0,0.03293548698900811
1661939583:556221925,3.1340486186116485,0.1867344563203998,24.83929824432727,1.0,[],[],"(0.0, 0.0)","(-5.160554902243412, 0.03893214526673163)",0.15670243093058245,0.0,0.03003202538981736
