Time stamp,Error Wheel,Output wheel,Error Velocity / Brake,Output velocity,Center Point - Lane x,Center Point - Lane Y,GPS,Ego Velocity,P,I,D
1661939250:210051154,-0.0,0.0,30.0,1.0,[],[],"(0.0, 0.0)","(0.0, 0.0)",-0.0,0.0,-0.0
1661939250:309790007,-2.711547580776007,-0.15683208832601347,29.997848130632484,1.0,[],[],"(0.0, 0.0)","(-0.0019559351182250554, -0.0008971396703702938)",-0.13557737903880038,0.0,-0.021254709287213094
1661939250:410171313,-2.711547580776007,-0.15683208832601347,29.997848130632484,1.0,[],[],"(0.0, 0.0)","(-0.008178826845515574, 0.012670411926516259)",-0.13557737903880038,0.0,-0.021254709287213094
1661939250:512249828,0.5002992001474563,0.027238492923292078,29.987532070922036,1.0,[],[],"(0.0, 0.0)","(0.010939848199971527, 0.005980717085326683)",0.025014960007372817,0.0,0.002223532915919259
1661939250:606312182,0.5002992001474563,0.027238492923292078,29.987532070922036,1.0,[],[],"(0.0, 0.0)","(-0.002060410601148677, -0.013533786375425107)",0.025014960007372817,0.0,0.002223532915919259
1661939250:825431307,0.5002992001474563,0.027238492923292078,29.987532070922036,1.0,[],[],"(0.0, 0.0)","(-0.0031044357119287356, -0.015572856069435108)",0.025014960007372817,0.0,0.002223532915919259
1661939251:10193281,0.5002992001474563,0.027238492923292078,29.987532070922036,1.0,[],[],"(0.0, 0.0)","(-0.0023862888666521848, 0.014734315807433713)",0.025014960007372817,0.0,0.002223532915919259
1661939251:205106366,0.5002992001474563,0.027238492923292078,29.987532070922036,1.0,[],[],"(0.0, 0.0)","(-0.0007953068872968277, -0.013089592277257207)",0.025014960007372817,0.0,0.002223532915919259
1661939251:403497832,0.5002992001474563,0.027238492923292078,29.987532070922036,1.0,[],[],"(0.0, 0.0)","(0.0006028024605011495, 0.0018621328533752204)",0.025014960007372817,0.0,0.002223532915919259
1661939251:604870546,0.11573961189868101,0.005975445963375488,29.99640600248018,1.0,[],[],"(0.0, 0.0)","(0.003569952399102843, 0.00041503980604431573)",0.0057869805949340505,0.0,0.0001884653684414372
1661939251:809667001,-0.30106102751029573,-0.017834003726111047,29.993434931724327,1.0,[],[],"(0.0, 0.0)","(0.0062697872369425756, -0.0019467638448800598)",-0.015053051375514787,0.0,-0.002780952350596262
1661939252:10190650,0.34317982411855713,0.020834902577064177,29.995110883424136,1.0,[],[],"(0.0, 0.0)","(0.004604029600964995, 0.00164510556677439)",0.017158991205927857,0.0,0.0036759113711363187
1661939252:223080071,-3.069872001215772,-0.18456272250411393,29.988342766073394,1.0,[],[],"(0.0, 0.0)","(-0.011627265233229734, -0.0008353478411450546)",-0.1534936000607886,0.0,-0.031069122443325336
1661939252:405341010,-2.5885481416331277,-0.15256646387487396,29.98484237379637,1.0,[],[],"(0.0, 0.0)","(-0.01289806743592945, -0.007962002797491246)",-0.1294274070816564,0.0,-0.023139056793217573
1661939252:607454460,-0.6729745841913403,-0.040043982128609795,29.98505279490668,1.0,[],[],"(0.0, 0.0)","(0.011688281299981429, -0.00931681385207849)",-0.03364872920956701,0.0,-0.006395252919042783
1661939252:908940820,0.7714251659999058,0.04594919775598389,29.995324700145705,1.0,[],[],"(0.0, 0.0)","(0.00335180583829484, 0.0032594211679263497)",0.0385712582999953,0.0,0.007377939455988592
