Time stamp,Error Wheel,Output wheel,Error Velocity / Brake,Output velocity,Center Point - Lane x,Center Point - Lane Y,GPS,Ego Velocity,P,I,D
1661940167:860644163,0.0,0.0,0.0,0.0,[],[],"(0.0, 0.0)","(0.0, 0.0)",0.0,0.0,0.0
1661940167:960652390,3.133383813372185,0.16941902575768414,13.23234812079911,1.0,[],[],"(0.0, 0.0)","(-16.767086937778448, 0.1376414292594137)",0.15666919066860927,0.0,0.012749835089074861
1661940168:58453865,-3.1383904051160463,-0.18888875270390776,13.193650176897908,1.0,[],[],"(0.0, 0.0)","(-16.80626365369851, -0.053818016091639734)",-0.15691952025580233,0.0,-0.031969232448105414
1661940168:162586146,3.1241517868884543,0.19746285646525413,13.071204950131378,1.0,[],[],"(0.0, 0.0)","(-16.926220382265242, 0.2952378895824513)",0.15620758934442272,0.0,0.0412552671208314
1661940168:257202081,3.1235909849414325,0.19089336772891238,12.87856500322308,1.0,[],[],"(0.0, 0.0)","(-17.118660884945946, 0.3081977532026179)",0.15617954924707164,0.0,0.03471381848184074
1661940168:363634226,3.112190721881005,0.19533489236624227,12.723827697851718,1.0,[],[],"(0.0, 0.0)","(-17.268705442749823, 0.5078796560781778)",0.15560953609405026,0.0,0.03972535627219201
1661940168:462973649,3.1258629619101828,0.19624122653203036,12.669641204629581,1.0,[],[],"(0.0, 0.0)","(-17.328214873157584, 0.27258995937702724)",0.15629314809550915,0.0,0.03994807843652119
1661940168:561248367,3.1302659657765757,0.19766926077725577,12.780173638102212,1.0,[],[],"(0.0, 0.0)","(-17.218721774738324, 0.19503942694322648)",0.1565132982888288,0.0,0.04115596248842697
1661940168:657755912,3.1281379313590985,0.19635903278530803,12.71392332316264,1.0,[],[],"(0.0, 0.0)","(-17.284512055097466, 0.2325723429193615)",0.15640689656795492,0.0,0.0399521362173531
1661940168:761564870,-3.1344222463276403,-0.19767975173110686,12.48243145344544,1.0,[],[],"(0.0, 0.0)","(-17.517118217865228, -0.1256070243729286)",-0.15672111231638203,0.0,-0.04095863941472482
1661940168:857366531,-3.138915102540824,-0.19720181787747623,12.395072338927225,1.0,[],[],"(0.0, 0.0)","(-17.604864553785934, -0.04713803620159056)",-0.15694575512704123,0.0,-0.040256062750435
1661940168:963401548,3.1364816318463395,0.1985457306052157,12.34892566687289,1.0,[],[],"(0.0, 0.0)","(-17.650843788152535, 0.09021463193813155)",0.15682408159231698,0.0,0.04172164901289872
1661940169:60090122,-3.139213630575607,-0.19824075566771746,12.02991717503117,1.0,[],[],"(0.0, 0.0)","(-17.97003197190017, -0.0427512002805535)",-0.15696068152878037,0.0,-0.04128007413893709
1661940169:257781156,3.139848530727189,0.1984557566482808,12.070393988144563,1.0,[],[],"(0.0, 0.0)","(-17.92957874124932, 0.03127141990833444)",0.15699242653635948,0.0,0.04146333011192133
1661940169:458529624,3.1310995092221163,0.19729952496448247,11.961373326705317,1.0,[],[],"(0.0, 0.0)","(-18.03763360118242, 0.18927844038174937)",0.15655497546110583,0.0,0.04074454950337664
1661940169:562842536,3.133707632992675,0.19770541916232548,11.806178592523981,1.0,[],[],"(0.0, 0.0)","(-18.193255823175573, 0.14345716998721003)",0.15668538164963375,0.0,0.04102003751269173
1661940169:662128740,3.1364468621621366,0.20019114879476557,11.590635863515566,1.0,[],[],"(0.0, 0.0)","(-18.409120404686337, 0.09473033009743181)",0.15682234310810683,0.0,0.04336880568665874
1661940169:858381515,-3.135169256609171,-0.20011253256592285,11.588880146764915,1.0,[],[],"(0.0, 0.0)","(-18.410740032873615, -0.11826111842836722)",-0.15675846283045858,0.0,-0.04335406973546427
1661940169:960710381,3.1373841142940426,0.19946707710710543,11.350237357484257,1.0,[],[],"(0.0, 0.0)","(-18.64959748229852, 0.07848802724288696)",0.15686920571470214,0.0,0.0425978713924033
1661940170:159412516,3.1388597065777146,0.19136251343568353,11.253685928039243,1.0,[],[],"(0.0, 0.0)","(-18.746244063900328, 0.05123261925432769)",0.15694298532888573,0.0,0.034419528106797805
1661940170:360235471,-3.1366655592525508,-0.1990365416641512,11.122372332701445,1.0,[],[],"(0.0, 0.0)","(-18.87739852867653, -0.09301147605060846)",-0.15683327796262755,0.0,-0.04220326370152362
1661940170:463133701,3.1402069362902196,0.19744549886853657,10.885231632896378,1.0,[],[],"(0.0, 0.0)","(-19.11475001489861, 0.02648765672664447)",0.15701034681451098,0.0,0.0404351520540256
1661940170:659077764,-3.141415566627842,-0.20011865772452075,10.75049341084879,1.0,[],[],"(0.0, 0.0)","(-19.249506287320948, -0.00340883662311776)",-0.1570707783313921,0.0,-0.043047879393128645
1661940170:757731959,3.1371692599562486,0.19986410113581016,10.78730229034565,1.0,[],[],"(0.0, 0.0)","(-19.212509748188644, 0.08498504758940162)",0.15685846299781245,0.0,0.043005638137997695
1661940170:964556901,3.139412231680644,0.19964872576589565,10.600809932908469,1.0,[],[],"(0.0, 0.0)","(-19.39914395291, 0.04229838552590308)",0.15697061158403222,0.0,0.04267811418186344
1661940171:59284974,-3.140992058697422,-0.19972236198414045,10.432155947305056,1.0,[],[],"(0.0, 0.0)","(-19.567840523495203, -0.011752346486225855)",-0.1570496029348711,0.0,-0.04267275904926936
1661940171:264699416,-3.138724518515279,-0.20098108055810648,10.356481944847769,1.0,[],[],"(0.0, 0.0)","(-19.643437259465234, -0.056340185876497535)",-0.15693622592576395,0.0,-0.04404485463234254
1661940171:357830191,3.1371640019875255,0.20065163592696217,10.237772116618832,1.0,[],[],"(0.0, 0.0)","(-19.762034085854687, 0.08751973609268439)",0.1568582000993763,0.0,0.043793435827585894
1661940171:458836863,-3.1394986437099925,-0.2001307712928464,10.079070575200024,1.0,[],[],"(0.0, 0.0)","(-19.920885749399556, -0.04171459254476246)",-0.15697493218549963,0.0,-0.043155839107346765
1661940171:662695345,3.138545885864612,0.20038127984247192,10.158612428481913,1.0,[],[],"(0.0, 0.0)","(-19.84129547983683, 0.060452005748366934)",0.1569272942932306,0.0,0.04345398554924131
1661940171:759271851,3.138040927622532,0.2009865706731575,9.86489726836524,1.0,[],[],"(0.0, 0.0)","(-20.134975732050712, 0.07151421686945336)",0.1569020463811266,0.0,0.04408452429203091
1661940171:958626236,3.135076850332416,0.18947229777861335,9.725236316291365,1.0,[],[],"(0.0, 0.0)","(-20.274333295669276, 0.1321054364769475)",0.1567538425166208,0.0,0.03271845526199255
1661940172:157369062,3.1382119414556655,0.2008617225086019,9.633619990287006,1.0,[],[],"(0.0, 0.0)","(-20.36626362396064, 0.06885273687146846)",0.1569105970727833,0.0,0.043951125435818604
1661940172:263954549,-3.138233557031669,-0.20092328557072994,9.477101487550815,1.0,[],[],"(0.0, 0.0)","(-20.522782727190744, -0.0689382681112319)",-0.15691167785158344,0.0,-0.044011607719146494
